new_dates,dates
2022.07.17,26
2022.07.18,44
2022.07.19,40
2022.07.20,38
2022.07.21,40
2022.07.22,37
2022.07.23,12
2022.07.24,29
2022.07.25,29
2022.07.26,40
2022.07.27,47
2022.07.28,49
2022.07.29,54
2022.07.30,13
2022.07.31,29
2022.08.01,31
2022.08.02,45
2022.08.03,36
2022.08.04,40
2022.08.05,43
2022.08.06,12
2022.08.07,27
2022.08.08,32
2022.08.09,44
2022.08.10,38
2022.08.11,29
2022.08.12,26
2022.08.13,14
2022.08.14,18
2022.08.15,25
2022.08.16,38
2022.08.17,38
2022.08.18,32
2022.08.19,31
2022.08.20,15
2022.08.21,28
2022.08.22,35
2022.08.23,35
2022.08.24,36
2022.08.25,36
2022.08.26,27
2022.08.27,13
2022.08.28,29
2022.08.29,34
2022.08.30,35
2022.08.31,36
2022.09.01,35
2022.09.02,40
2022.09.03,17
2022.09.04,24
2022.09.05,37
2022.09.06,33
2022.09.07,38
2022.09.08,35
2022.09.09,10
2022.09.10,9
2022.09.11,8
2022.09.12,18
2022.09.13,42
2022.09.14,44
2022.09.15,36
2022.09.16,35
2022.09.17,6
2022.09.18,10
2022.09.19,32
2022.09.20,30
2022.09.21,35
2022.09.22,48
2022.09.23,43
2022.09.24,14
2022.09.25,22
2022.09.26,61
2022.09.27,47
2022.09.28,71
2022.09.29,52
2022.09.30,39
2022.10.01,16
2022.10.02,18
2022.10.03,26
2022.10.04,41
2022.10.05,41
2022.10.06,42
2022.10.07,36
2022.10.08,14
2022.10.09,6
2022.10.10,24
2022.10.11,39
2022.10.12,52
2022.10.13,55
2022.10.14,43
2022.10.15,19
2022.10.16,27
2022.10.17,40
2022.10.18,40
2022.10.19,38
2022.10.20,36
2022.10.21,34
2022.10.22,8
2022.10.23,25
2022.10.24,41
2022.10.25,36
2022.10.26,39
2022.10.27,42
2022.10.28,43
2022.10.29,13
2022.10.30,19
2022.10.31,33
2022.11.01,40
2022.11.02,27
2022.11.03,36
2022.11.04,35
2022.11.05,15
2022.11.06,21
2022.11.07,37
2022.11.08,43
2022.11.09,38
2022.11.10,35
2022.11.11,51
2022.11.12,15
2022.11.13,24
2022.11.14,30
2022.11.15,37
2022.11.16,32
2022.11.17,34
2022.11.18,33
2022.11.19,12
2022.11.20,26
2022.11.21,27
2022.11.22,26
2022.11.23,28
2022.11.24,34
2022.11.25,18
2022.11.26,13
2022.11.27,18
2022.11.28,29
2022.11.29,21
2022.11.30,35
2022.12.01,41
2022.12.02,30
2022.12.03,8
2022.12.04,22
2022.12.05,27
2022.12.06,27
2022.12.07,27
2022.12.08,26
2022.12.09,26
2022.12.10,10
2022.12.11,18
2022.12.12,25
2022.12.13,31
2022.12.14,24
2022.12.15,30
2022.12.16,24
2022.12.17,8
2022.12.18,13
2022.12.19,25
2022.12.20,31
2022.12.21,32
2022.12.22,28
2022.12.23,25
2022.12.24,10
2022.12.25,13
2022.12.26,24
2022.12.27,29
2022.12.28,37
2022.12.29,33
2022.12.30,13
2022.12.31,12
2023.01.01,13
2023.01.02,15
2023.01.03,12
2023.01.04,30
2023.01.05,12
2023.01.06,20
2023.01.07,8
2023.01.08,8
2023.01.09,14
2023.01.10,14
2023.01.11,16
2023.01.12,20
2023.01.13,17
2023.01.14,11
2023.01.15,9
2023.01.16,23
2023.01.17,13
2023.01.18,23
2023.01.19,19
2023.01.20,12
2023.01.21,5
2023.01.22,9
2023.01.23,2
2023.01.24,11
2023.01.25,21
2023.01.26,24
2023.01.27,12
2023.01.28,12
2023.01.29,7
2023.01.30,22
2023.01.31,17
2023.02.01,26
2023.02.02,19
2023.02.03,19
2023.02.04,8
2023.02.05,16
2023.02.06,10
2023.02.07,14
2023.02.08,24
2023.02.09,17
2023.02.10,19
2023.02.11,13
2023.02.12,6
2023.02.13,23
2023.02.14,20
2023.02.15,16
2023.02.16,29
2023.02.17,15
2023.02.18,8
2023.02.19,8
2023.02.20,9
2023.02.21,15
2023.02.23,17
2023.02.24,14
2023.02.25,12
2023.02.26,8
2023.02.27,12
2023.02.28,27
2023.03.01,18
2023.03.02,20
2023.03.03,15
2023.03.04,10
2023.03.05,10
2023.03.06,19
2023.03.07,16
2023.03.08,16
2023.03.09,14
2023.03.10,15
2023.03.11,17
2023.03.12,14
2023.03.13,33
2023.03.14,25
2023.03.15,20
2023.03.16,23
2023.03.17,21
2023.03.18,10
2023.03.19,10
2023.03.20,23
2023.03.21,19
2023.03.22,16
2023.03.23,22
2023.03.24,16
2023.03.25,10
2023.03.26,6
2023.03.27,7
2023.03.28,22
2023.03.29,15
2023.03.30,17
2023.03.31,20
2023.04.01,13
2023.04.02,6
2023.04.03,22
2023.04.04,23
2023.04.05,24
2023.04.06,18
2023.04.07,28
2023.04.08,10
2023.04.09,8
2023.04.10,21
2023.04.11,21
2023.04.12,26
2023.04.13,17
2023.04.14,17
2023.04.15,11
2023.04.16,7
2023.04.17,17
2023.04.18,14
2023.04.19,17
2023.04.20,19
2023.04.21,17
2023.04.22,8
2023.04.23,14
2023.04.24,27
2023.04.25,40
2023.04.26,23
2023.04.27,16
2023.04.28,22
2023.04.29,17
2023.04.30,15
2023.05.01,13
2023.05.02,18
2023.05.03,27
2023.05.04,21
2023.05.05,13
2023.05.06,10
2023.05.07,8
2023.05.08,13
2023.05.09,13
2023.05.10,17
2023.05.11,18
2023.05.12,13
2023.05.13,9
2023.05.14,9
2023.05.15,18
2023.05.16,13
2023.05.17,17
2023.05.18,20
2023.05.19,24
2023.05.20,6
2023.05.21,13
2023.05.22,15
2023.05.23,13
2023.05.24,18
2023.05.25,16
2023.05.26,28
2023.05.27,15
2023.05.28,11
2023.05.29,11
2023.05.30,18
2023.05.31,19
2023.06.01,19
2023.06.02,15
2023.06.03,10
2023.06.04,4
2023.06.05,8
2023.06.06,14
2023.06.07,11
2023.06.08,13
2023.06.09,15
2023.06.10,2
2023.06.11,11
2023.06.12,15
2023.06.13,14
2023.06.14,23
2023.06.15,18
2023.06.16,20
2023.06.17,7
2023.06.18,8
2023.06.19,10
2023.06.20,15
2023.06.21,20
2023.06.22,17
2023.06.23,17
2023.06.24,8
2023.06.25,10
2023.06.26,12
2023.06.27,13
2023.06.28,15
2023.06.29,14
2023.06.30,16
2023.07.01,12
2023.07.02,10
2023.07.03,19
2023.07.04,15
2023.07.05,16
2023.07.06,15
2023.07.07,15
2023.07.08,10
2023.07.09,7
2023.07.10,8
2023.07.11,7
2023.07.12,18
2023.07.13,14
2023.07.14,15
2023.07.15,7
2023.07.16,6
2023.07.17,11
2023.07.18,21
2023.07.19,17
2023.07.20,17
2023.07.21,16
2023.07.22,7
2023.07.23,4
2023.07.24,20
2023.07.25,27
2023.07.26,45
2023.07.27,22
2023.07.28,16
2023.07.29,11
2023.07.30,5
2023.07.31,17
2023.08.01,21
2023.08.02,18
2023.08.03,21
2023.08.04,15
2023.08.05,6
2023.08.06,8
2023.08.07,8
2023.08.08,16
2023.08.09,18
2023.08.10,11
2023.08.11,9
2023.08.12,8
2023.08.13,7
2023.08.14,8
2023.08.15,12
2023.08.16,11
2023.08.17,18
2023.08.18,16
2023.08.19,10
2023.08.20,11
2023.08.21,10
2023.08.22,19
2023.08.23,16
2023.08.24,24
2023.08.25,14
2023.08.26,4
2023.08.27,11
2023.08.28,7
2023.08.29,10
2023.08.30,13
2023.08.31,12
2023.09.01,16
2023.09.02,9
2023.09.03,4
2023.09.04,18
2023.09.05,17
2023.09.06,11
2023.09.07,9
2023.09.08,8
2023.09.09,4
2023.09.10,6
2023.09.11,15
2023.09.12,11
2023.09.13,15
2023.09.14,12
