,date,kosdaq
805,2019.12.12,636.0
806,2019.12.11,629.0
807,2019.12.10,627.0
808,2019.12.09,627.0
809,2019.12.06,628.0
810,2019.12.05,617.0
811,2019.12.04,625.0
812,2019.12.03,629.0
813,2019.12.02,634.0
814,2019.11.29,632.0
815,2019.11.28,640.0
816,2019.11.27,647.0
817,2019.11.26,651.0
818,2019.11.25,647.0
819,2019.11.22,633.0
820,2019.11.21,635.0
821,2019.11.20,649.0
822,2019.11.19,662.0
823,2019.11.18,669.0
824,2019.11.15,668.0
825,2019.11.14,663.0
826,2019.11.13,661.0
827,2019.11.12,665.0
828,2019.11.11,661.0
829,2019.11.08,664.0
830,2019.11.07,666.0
831,2019.11.06,669.0
832,2019.11.05,672.0
833,2019.11.04,668.0
834,2019.11.01,662.0
835,2019.10.31,658.0
836,2019.10.30,655.0
837,2019.10.29,658.0
838,2019.10.28,652.0
839,2019.10.25,652.0
840,2019.10.24,658.0
841,2019.10.23,658.0
842,2019.10.22,655.0
843,2019.10.21,649.0
844,2019.10.18,646.0
845,2019.10.17,649.0
846,2019.10.16,651.0
847,2019.10.15,646.0
848,2019.10.14,641.0
849,2019.10.11,632.0
850,2019.10.10,634.0
851,2019.10.08,635.0
852,2019.10.07,627.0
853,2019.10.04,621.0
854,2019.10.02,624.0
855,2019.10.01,632.0
856,2019.09.30,621.0
857,2019.09.27,626.0
858,2019.09.26,628.0
859,2019.09.25,626.0
860,2019.09.24,641.0
861,2019.09.23,645.0
862,2019.09.20,649.0
863,2019.09.19,645.0
864,2019.09.18,645.0
865,2019.09.17,644.0
866,2019.09.16,638.0
867,2019.09.11,630.0
868,2019.09.10,623.0
869,2019.09.09,625.0
870,2019.09.06,631.0
871,2019.09.05,632.0
872,2019.09.04,629.0
873,2019.09.03,620.0
874,2019.09.02,619.0
875,2019.08.30,610.0
876,2019.08.29,599.0
877,2019.08.28,602.0
878,2019.08.27,588.0
879,2019.08.26,582.0
880,2019.08.23,608.0
881,2019.08.22,612.0
882,2019.08.21,615.0
883,2019.08.20,607.0
884,2019.08.19,594.0
885,2019.08.16,591.0
886,2019.08.14,597.0
887,2019.08.13,590.0
888,2019.08.12,594.0
889,2019.08.09,590.0
890,2019.08.08,585.0
891,2019.08.07,564.0
892,2019.08.06,551.0
893,2019.08.05,569.0
894,2019.08.02,615.0
895,2019.08.01,622.0
896,2019.07.31,630.0
897,2019.07.30,625.0
898,2019.07.29,618.0
899,2019.07.26,644.0
900,2019.07.25,652.0
901,2019.07.24,659.0
902,2019.07.23,668.0
903,2019.07.22,674.0
904,2019.07.19,674.0
905,2019.07.18,665.0
906,2019.07.17,666.0
907,2019.07.16,674.0
908,2019.07.15,674.0
909,2019.07.12,681.0
910,2019.07.11,677.0
911,2019.07.10,666.0
912,2019.07.09,657.0
