,new_dates,kospi
227,2022.01.27,2614.0
228,2022.01.26,2709.0
229,2022.01.25,2720.0
230,2022.01.24,2792.0
231,2022.01.21,2834.0
232,2022.01.20,2862.0
233,2022.01.19,2842.0
234,2022.01.18,2864.0
235,2022.01.17,2890.0
236,2022.01.14,2921.0
237,2022.01.13,2962.0
238,2022.01.12,2972.0
239,2022.01.11,2927.0
240,2022.01.10,2926.0
241,2022.01.07,2954.0
242,2022.01.06,2920.0
243,2022.01.05,2953.0
244,2022.01.04,2989.0
245,2022.01.03,2988.0
246,2021.12.30,2977.0
247,2021.12.29,2993.0
248,2021.12.28,3020.0
249,2021.12.27,2999.0
250,2021.12.24,3012.0
251,2021.12.23,2998.0
252,2021.12.22,2984.0
253,2021.12.21,2975.0
254,2021.12.20,2963.0
255,2021.12.17,3017.0
256,2021.12.16,3006.0
257,2021.12.15,2989.0
258,2021.12.14,2987.0
259,2021.12.13,3001.0
260,2021.12.10,3010.0
261,2021.12.09,3029.0
262,2021.12.08,3001.0
263,2021.12.07,2991.0
264,2021.12.06,2973.0
265,2021.12.03,2968.0
266,2021.12.02,2945.0
267,2021.12.01,2899.0
268,2021.11.30,2839.0
269,2021.11.29,2909.0
270,2021.11.26,2936.0
271,2021.11.25,2980.0
272,2021.11.24,2994.0
273,2021.11.23,2997.0
274,2021.11.22,3013.0
275,2021.11.19,2971.0
276,2021.11.18,2947.0
277,2021.11.17,2962.0
278,2021.11.16,2997.0
279,2021.11.15,2999.0
280,2021.11.12,2968.0
281,2021.11.11,2924.0
282,2021.11.10,2930.0
283,2021.11.09,2962.0
284,2021.11.08,2960.0
285,2021.11.05,2969.0
286,2021.11.04,2983.0
287,2021.11.03,2975.0
288,2021.11.02,3013.0
289,2021.11.01,2978.0
290,2021.10.29,2970.0
291,2021.10.28,3009.0
292,2021.10.27,3025.0
293,2021.10.26,3049.0
294,2021.10.25,3020.0
295,2021.10.22,3006.0
296,2021.10.21,3007.0
297,2021.10.20,3013.0
298,2021.10.19,3029.0
299,2021.10.18,3006.0
300,2021.10.15,3015.0
301,2021.10.14,2988.0
302,2021.10.13,2944.0
303,2021.10.12,2916.0
304,2021.10.08,2956.0
305,2021.10.07,2959.0
306,2021.10.06,2908.0
307,2021.10.05,2962.0
308,2021.10.01,3019.0
309,2021.09.30,3068.0
310,2021.09.29,3060.0
311,2021.09.28,3097.0
312,2021.09.27,3133.0
313,2021.09.24,3125.0
314,2021.09.23,3127.0
315,2021.09.17,3140.0
316,2021.09.16,3130.0
317,2021.09.15,3153.0
318,2021.09.14,3148.0
319,2021.09.13,3127.0
320,2021.09.10,3125.0
321,2021.09.09,3114.0
322,2021.09.08,3162.0
323,2021.09.07,3187.0
324,2021.09.06,3203.0
325,2021.09.03,3201.0
326,2021.09.02,3175.0
327,2021.09.01,3207.0
328,2021.08.31,3199.0
329,2021.08.30,3144.0
330,2021.08.27,3133.0
331,2021.08.26,3128.0
332,2021.08.25,3146.0
333,2021.08.24,3138.0
334,2021.08.23,3090.0
335,2021.08.20,3060.0
336,2021.08.19,3097.0
337,2021.08.18,3158.0
338,2021.08.17,3143.0
339,2021.08.13,3171.0
340,2021.08.12,3208.0
341,2021.08.11,3220.0
342,2021.08.10,3243.0
343,2021.08.09,3260.0
344,2021.08.06,3270.0
345,2021.08.05,3276.0
346,2021.08.04,3280.0
347,2021.08.03,3237.0
348,2021.08.02,3223.0
349,2021.07.30,3202.0
350,2021.07.29,3242.0
351,2021.07.28,3236.0
352,2021.07.27,3232.0
353,2021.07.26,3224.0
354,2021.07.23,3254.0
355,2021.07.22,3250.0
356,2021.07.21,3215.0
357,2021.07.20,3232.0
358,2021.07.19,3244.0
359,2021.07.16,3276.0
360,2021.07.15,3286.0
361,2021.07.14,3264.0
362,2021.07.13,3271.0
363,2021.07.12,3246.0
364,2021.07.09,3217.0
365,2021.07.08,3252.0
366,2021.07.07,3285.0
367,2021.07.06,3305.0
368,2021.07.05,3293.0
369,2021.07.02,3281.0
370,2021.07.01,3282.0
371,2021.06.30,3296.0
372,2021.06.29,3286.0
373,2021.06.28,3301.0
374,2021.06.25,3302.0
375,2021.06.24,3286.0
376,2021.06.23,3276.0
377,2021.06.22,3263.0
378,2021.06.21,3240.0
379,2021.06.18,3267.0
380,2021.06.17,3264.0
381,2021.06.16,3278.0
382,2021.06.15,3258.0
383,2021.06.14,3252.0
384,2021.06.11,3249.0
385,2021.06.10,3224.0
386,2021.06.09,3216.0
387,2021.06.08,3247.0
388,2021.06.07,3252.0
389,2021.06.04,3240.0
390,2021.06.03,3247.0
391,2021.06.02,3224.0
392,2021.06.01,3221.0
393,2021.05.31,3203.0
394,2021.05.28,3188.0
395,2021.05.27,3165.0
396,2021.05.26,3168.0
397,2021.05.25,3171.0
398,2021.05.24,3144.0
399,2021.05.21,3156.0
400,2021.05.20,3162.0
401,2021.05.18,3173.0
402,2021.05.17,3134.0
403,2021.05.14,3153.0
404,2021.05.13,3122.0
405,2021.05.12,3161.0
406,2021.05.11,3209.0
407,2021.05.10,3249.0
408,2021.05.07,3197.0
409,2021.05.06,3178.0
410,2021.05.04,3147.0
411,2021.05.03,3127.0
412,2021.04.30,3147.0
413,2021.04.29,3174.0
414,2021.04.28,3181.0
415,2021.04.27,3215.0
416,2021.04.26,3217.0
417,2021.04.23,3186.0
418,2021.04.22,3177.0
419,2021.04.21,3171.0
420,2021.04.20,3220.0
421,2021.04.19,3198.0
422,2021.04.16,3198.0
423,2021.04.15,3194.0
424,2021.04.14,3182.0
425,2021.04.13,3169.0
426,2021.04.12,3135.0
427,2021.04.09,3131.0
428,2021.04.08,3143.0
429,2021.04.07,3137.0
430,2021.04.06,3127.0
431,2021.04.05,3120.0
432,2021.04.02,3112.0
433,2021.04.01,3087.0
434,2021.03.31,3061.0
435,2021.03.30,3070.0
436,2021.03.29,3036.0
437,2021.03.26,3041.0
438,2021.03.25,3008.0
439,2021.03.24,2996.0
440,2021.03.23,3004.0
441,2021.03.22,3035.0
442,2021.03.19,3039.0
443,2021.03.18,3066.0
444,2021.03.17,3047.0
445,2021.03.16,3067.0
446,2021.03.15,3045.0
447,2021.03.12,3054.0
448,2021.03.11,3013.0
449,2021.03.10,2958.0
450,2021.03.09,2976.0
451,2021.03.08,2996.0
452,2021.03.05,3026.0
453,2021.03.04,3043.0
454,2021.03.03,3082.0
455,2021.03.02,3043.0
456,2021.02.26,3012.0
457,2021.02.25,3099.0
458,2021.02.24,2994.0
459,2021.02.23,3070.0
460,2021.02.22,3079.0
461,2021.02.19,3107.0
462,2021.02.18,3086.0
463,2021.02.17,3133.0
464,2021.02.16,3163.0
465,2021.02.15,3147.0
466,2021.02.10,3100.0
467,2021.02.09,3084.0
468,2021.02.08,3091.0
469,2021.02.05,3120.0
470,2021.02.04,3087.0
471,2021.02.03,3129.0
472,2021.02.02,3096.0
473,2021.02.01,3056.0
474,2021.01.29,2976.0
475,2021.01.28,3069.0
476,2021.01.27,3122.0
477,2021.01.26,3140.0
478,2021.01.25,3208.0
479,2021.01.22,3140.0
480,2021.01.21,3160.0
481,2021.01.20,3114.0
482,2021.01.19,3092.0
483,2021.01.18,3013.0
484,2021.01.15,3085.0
485,2021.01.14,3149.0
486,2021.01.13,3148.0
487,2021.01.12,3125.0
488,2021.01.11,3148.0
489,2021.01.08,3152.0
490,2021.01.07,3031.0
491,2021.01.06,2968.0
492,2021.01.05,2990.0
493,2021.01.04,2944.0
494,2020.12.30,2873.0
495,2020.12.29,2820.0
496,2020.12.28,2808.0
497,2020.12.24,2806.0
498,2020.12.23,2759.0
499,2020.12.22,2733.0
500,2020.12.21,2778.0
501,2020.12.18,2772.0
502,2020.12.17,2770.0
503,2020.12.16,2771.0
504,2020.12.15,2756.0
505,2020.12.14,2762.0
506,2020.12.11,2770.0
507,2020.12.10,2746.0
508,2020.12.09,2755.0
509,2020.12.08,2700.0
510,2020.12.07,2745.0
511,2020.12.04,2731.0
512,2020.12.03,2696.0
513,2020.12.02,2675.0
514,2020.12.01,2634.0
515,2020.11.30,2591.0
516,2020.11.27,2633.0
517,2020.11.26,2625.0
518,2020.11.25,2601.0
519,2020.11.24,2617.0
520,2020.11.23,2602.0
521,2020.11.20,2553.0
522,2020.11.19,2547.0
523,2020.11.18,2545.0
524,2020.11.17,2539.0
525,2020.11.16,2543.0
526,2020.11.13,2493.0
527,2020.11.12,2475.0
528,2020.11.11,2485.0
529,2020.11.10,2452.0
530,2020.11.09,2447.0
531,2020.11.06,2416.0
532,2020.11.05,2413.0
533,2020.11.04,2357.0
534,2020.11.03,2343.0
535,2020.11.02,2300.0
536,2020.10.30,2267.0
537,2020.10.29,2326.0
538,2020.10.28,2345.0
539,2020.10.27,2330.0
540,2020.10.26,2343.0
541,2020.10.23,2360.0
542,2020.10.22,2355.0
543,2020.10.21,2370.0
544,2020.10.20,2358.0
545,2020.10.19,2346.0
546,2020.10.16,2341.0
547,2020.10.15,2361.0
548,2020.10.14,2380.0
549,2020.10.13,2403.0
550,2020.10.12,2403.0
551,2020.10.08,2391.0
552,2020.10.07,2386.0
553,2020.10.06,2365.0
554,2020.10.05,2358.0
555,2020.09.29,2327.0
556,2020.09.28,2308.0
557,2020.09.25,2278.0
558,2020.09.24,2272.0
559,2020.09.23,2333.0
560,2020.09.22,2332.0
561,2020.09.21,2389.0
562,2020.09.18,2412.0
563,2020.09.17,2406.0
564,2020.09.16,2435.0
565,2020.09.15,2443.0
566,2020.09.14,2427.0
567,2020.09.11,2396.0
568,2020.09.10,2396.0
569,2020.09.09,2375.0
570,2020.09.08,2401.0
571,2020.09.07,2384.0
572,2020.09.04,2368.0
573,2020.09.03,2395.0
574,2020.09.02,2364.0
575,2020.09.01,2349.0
576,2020.08.31,2326.0
577,2020.08.28,2353.0
578,2020.08.27,2344.0
579,2020.08.26,2369.0
580,2020.08.25,2366.0
581,2020.08.24,2329.0
582,2020.08.21,2304.0
583,2020.08.20,2274.0
584,2020.08.19,2360.0
585,2020.08.18,2348.0
586,2020.08.14,2407.0
587,2020.08.13,2437.0
588,2020.08.12,2432.0
589,2020.08.11,2418.0
590,2020.08.10,2386.0
591,2020.08.07,2351.0
592,2020.08.06,2342.0
593,2020.08.05,2311.0
594,2020.08.04,2279.0
595,2020.08.03,2251.0
596,2020.07.31,2249.0
597,2020.07.30,2267.0
598,2020.07.29,2263.0
599,2020.07.28,2256.0
600,2020.07.27,2217.0
601,2020.07.24,2200.0
602,2020.07.23,2216.0
603,2020.07.22,2228.0
604,2020.07.21,2228.0
605,2020.07.20,2198.0
606,2020.07.17,2201.0
607,2020.07.16,2183.0
608,2020.07.15,2201.0
609,2020.07.14,2183.0
610,2020.07.13,2186.0
611,2020.07.10,2150.0
612,2020.07.09,2167.0
613,2020.07.08,2158.0
614,2020.07.07,2164.0
615,2020.07.06,2187.0
616,2020.07.03,2152.0
617,2020.07.02,2135.0
618,2020.07.01,2106.0
619,2020.06.30,2108.0
620,2020.06.29,2093.0
621,2020.06.26,2134.0
622,2020.06.25,2112.0
623,2020.06.24,2161.0
624,2020.06.23,2131.0
625,2020.06.22,2126.0
626,2020.06.19,2141.0
627,2020.06.18,2133.0
628,2020.06.17,2141.0
629,2020.06.16,2138.0
630,2020.06.15,2030.0
631,2020.06.12,2132.0
632,2020.06.11,2176.0
633,2020.06.10,2195.0
634,2020.06.09,2188.0
635,2020.06.08,2184.0
636,2020.06.05,2181.0
637,2020.06.04,2151.0
638,2020.06.03,2147.0
639,2020.06.02,2087.0
640,2020.06.01,2065.0
641,2020.05.29,2029.0
642,2020.05.28,2028.0
643,2020.05.27,2031.0
644,2020.05.26,2029.0
645,2020.05.25,1994.0
646,2020.05.22,1970.0
647,2020.05.21,1998.0
648,2020.05.20,1989.0
649,2020.05.19,1980.0
650,2020.05.18,1937.0
651,2020.05.15,1927.0
652,2020.05.14,1924.0
653,2020.05.13,1940.0
654,2020.05.12,1922.0
655,2020.05.11,1935.0
656,2020.05.08,1945.0
657,2020.05.07,1928.0
658,2020.05.06,1928.0
659,2020.05.04,1895.0
660,2020.04.29,1947.0
661,2020.04.28,1934.0
662,2020.04.27,1922.0
663,2020.04.24,1889.0
664,2020.04.23,1914.0
665,2020.04.22,1896.0
666,2020.04.21,1879.0
667,2020.04.20,1898.0
668,2020.04.17,1914.0
669,2020.04.16,1857.0
670,2020.04.14,1857.0
671,2020.04.13,1825.0
672,2020.04.10,1860.0
673,2020.04.09,1836.0
674,2020.04.08,1807.0
675,2020.04.07,1823.0
676,2020.04.06,1791.0
677,2020.04.03,1725.0
678,2020.04.02,1724.0
679,2020.04.01,1685.0
680,2020.03.31,1754.0
681,2020.03.30,1717.0
682,2020.03.27,1717.0
683,2020.03.26,1686.0
684,2020.03.25,1704.0
685,2020.03.24,1609.0
686,2020.03.23,1482.0
687,2020.03.20,1566.0
688,2020.03.19,1457.0
689,2020.03.18,1591.0
690,2020.03.17,1672.0
691,2020.03.16,1714.0
692,2020.03.13,1771.0
693,2020.03.12,1834.0
694,2020.03.11,1908.0
695,2020.03.10,1962.0
696,2020.03.09,1954.0
697,2020.03.06,2040.0
698,2020.03.05,2085.0
699,2020.03.04,2059.0
700,2020.03.03,2014.0
701,2020.03.02,2002.0
702,2020.02.28,1987.0
703,2020.02.27,2054.0
704,2020.02.26,2076.0
705,2020.02.25,2103.0
706,2020.02.24,2079.0
707,2020.02.21,2162.0
708,2020.02.20,2195.0
709,2020.02.19,2210.0
710,2020.02.18,2208.0
711,2020.02.17,2242.0
712,2020.02.14,2243.0
713,2020.02.13,2232.0
714,2020.02.12,2238.0
715,2020.02.11,2223.0
716,2020.02.10,2201.0
717,2020.02.07,2211.0
718,2020.02.06,2227.0
719,2020.02.05,2165.0
720,2020.02.04,2157.0
721,2020.02.03,2118.0
722,2020.01.31,2119.0
723,2020.01.30,2148.0
724,2020.01.29,2185.0
725,2020.01.28,2176.0
726,2020.01.23,2246.0
727,2020.01.22,2267.0
728,2020.01.21,2239.0
729,2020.01.20,2262.0
730,2020.01.17,2250.0
731,2020.01.16,2248.0
732,2020.01.15,2230.0
733,2020.01.14,2238.0
734,2020.01.13,2229.0
735,2020.01.10,2206.0
736,2020.01.09,2186.0
737,2020.01.08,2151.0
738,2020.01.07,2175.0
739,2020.01.06,2155.0
740,2020.01.03,2176.0
741,2020.01.02,2175.0
742,2019.12.30,2197.0
743,2019.12.27,2204.0
744,2019.12.26,2197.0
745,2019.12.24,2190.0
746,2019.12.23,2203.0
747,2019.12.20,2204.0
748,2019.12.19,2196.0
749,2019.12.18,2194.0
750,2019.12.17,2195.0
751,2019.12.16,2168.0
752,2019.12.13,2170.0
753,2019.12.12,2137.0
754,2019.12.11,2105.0
755,2019.12.10,2098.0
756,2019.12.09,2088.0
757,2019.12.06,2081.0
758,2019.12.05,2060.0
759,2019.12.04,2068.0
760,2019.12.03,2084.0
761,2019.12.02,2091.0
762,2019.11.29,2087.0
763,2019.11.28,2118.0
764,2019.11.27,2127.0
765,2019.11.26,2121.0
766,2019.11.25,2123.0
767,2019.11.22,2101.0
768,2019.11.21,2096.0
769,2019.11.20,2125.0
770,2019.11.19,2153.0
771,2019.11.18,2160.0
772,2019.11.15,2162.0
773,2019.11.14,2139.0
774,2019.11.13,2122.0
775,2019.11.12,2140.0
776,2019.11.11,2124.0
777,2019.11.08,2137.0
778,2019.11.07,2144.0
779,2019.11.06,2144.0
780,2019.11.05,2142.0
781,2019.11.04,2130.0
782,2019.11.01,2100.0
783,2019.10.31,2083.0
784,2019.10.30,2080.0
785,2019.10.29,2092.0
786,2019.10.28,2093.0
787,2019.10.25,2087.0
788,2019.10.24,2085.0
789,2019.10.23,2080.0
790,2019.10.22,2088.0
791,2019.10.21,2064.0
792,2019.10.18,2060.0
793,2019.10.17,2077.0
794,2019.10.16,2082.0
795,2019.10.15,2068.0
796,2019.10.14,2067.0
797,2019.10.11,2044.0
798,2019.10.10,2028.0
799,2019.10.08,2046.0
800,2019.10.07,2021.0
801,2019.10.04,2020.0
802,2019.10.02,2031.0
803,2019.10.01,2072.0
804,2019.09.30,2063.0
805,2019.09.27,2049.0
806,2019.09.26,2074.0
807,2019.09.25,2073.0
808,2019.09.24,2101.0
809,2019.09.23,2091.0
810,2019.09.20,2091.0
811,2019.09.19,2080.0
812,2019.09.18,2070.0
813,2019.09.17,2062.0
814,2019.09.16,2062.0
815,2019.09.11,2049.0
816,2019.09.10,2032.0
817,2019.09.09,2019.0
818,2019.09.06,2009.0
819,2019.09.05,2004.0
820,2019.09.04,1988.0
821,2019.09.03,1965.0
822,2019.09.02,1969.0
823,2019.08.30,1967.0
824,2019.08.29,1933.0
825,2019.08.28,1941.0
826,2019.08.27,1924.0
827,2019.08.26,1916.0
828,2019.08.23,1948.0
829,2019.08.22,1951.0
830,2019.08.21,1964.0
831,2019.08.20,1960.0
832,2019.08.19,1939.0
833,2019.08.16,1927.0
834,2019.08.14,1938.0
835,2019.08.13,1925.0
836,2019.08.12,1942.0
837,2019.08.09,1937.0
838,2019.08.08,1920.0
839,2019.08.07,1909.0
840,2019.08.06,1917.0
841,2019.08.05,1946.0
842,2019.08.02,1998.0
843,2019.08.01,2017.0
844,2019.07.31,2024.0
845,2019.07.30,2038.0
846,2019.07.29,2029.0
847,2019.07.26,2066.0
848,2019.07.25,2074.0
849,2019.07.24,2082.0
850,2019.07.23,2101.0
851,2019.07.22,2093.0
852,2019.07.19,2094.0
853,2019.07.18,2066.0
854,2019.07.17,2072.0
855,2019.07.16,2091.0
856,2019.07.15,2082.0
857,2019.07.12,2086.0
858,2019.07.11,2080.0
859,2019.07.10,2058.0
860,2019.07.09,2052.0
861,2019.07.08,2064.0
862,2019.07.05,2110.0
863,2019.07.04,2108.0
864,2019.07.03,2096.0
865,2019.07.02,2122.0
866,2019.07.01,2129.0
867,2019.06.28,2130.0
868,2019.06.27,2134.0
869,2019.06.26,2121.0
870,2019.06.25,2121.0
871,2019.06.24,2126.0
872,2019.06.21,2125.0
873,2019.06.20,2131.0
874,2019.06.19,2124.0
875,2019.06.18,2098.0
876,2019.06.17,2090.0
877,2019.06.14,2095.0
878,2019.06.13,2103.0
879,2019.06.12,2108.0
880,2019.06.11,2111.0
881,2019.06.10,2099.0
882,2019.06.07,2072.0
883,2019.06.05,2069.0
884,2019.06.04,2066.0
885,2019.06.03,2067.0
886,2019.05.31,2041.0
887,2019.05.30,2038.0
888,2019.05.29,2023.0
889,2019.05.28,2048.0
890,2019.05.27,2044.0
891,2019.05.24,2045.0
892,2019.05.23,2059.0
893,2019.05.22,2064.0
894,2019.05.21,2061.0
895,2019.05.20,2055.0
896,2019.05.17,2055.0
897,2019.05.16,2067.0
898,2019.05.15,2092.0
899,2019.05.14,2081.0
900,2019.05.13,2079.0
901,2019.05.10,2108.0
902,2019.05.09,2102.0
903,2019.05.08,2168.0
904,2019.05.07,2176.0
905,2019.05.03,2196.0
906,2019.05.02,2212.0
907,2019.04.30,2203.0
908,2019.04.29,2216.0
909,2019.04.26,2179.0
910,2019.04.25,2190.0
911,2019.04.24,2201.0
912,2019.04.23,2220.0
913,2019.04.22,2216.0
914,2019.04.19,2216.0
915,2019.04.18,2213.0
916,2019.04.17,2245.0
917,2019.04.16,2248.0
918,2019.04.15,2242.0
919,2019.04.12,2233.0
920,2019.04.11,2224.0
921,2019.04.10,2224.0
922,2019.04.09,2213.0
923,2019.04.08,2210.0
924,2019.04.05,2209.0
925,2019.04.04,2206.0
926,2019.04.03,2203.0
927,2019.04.02,2177.0
928,2019.04.01,2168.0
929,2019.03.29,2140.0
930,2019.03.28,2128.0
931,2019.03.27,2145.0
932,2019.03.26,2148.0
933,2019.03.25,2144.0
934,2019.03.22,2186.0
935,2019.03.21,2184.0
936,2019.03.20,2177.0
937,2019.03.19,2177.0
938,2019.03.18,2179.0
939,2019.03.15,2176.0
940,2019.03.14,2155.0
941,2019.03.13,2148.0
942,2019.03.12,2157.0
943,2019.03.11,2138.0
944,2019.03.08,2137.0
945,2019.03.07,2165.0
946,2019.03.06,2175.0
947,2019.03.05,2179.0
948,2019.03.04,2190.0
949,2019.02.28,2195.0
950,2019.02.27,2234.0
951,2019.02.26,2226.0
952,2019.02.25,2232.0
953,2019.02.22,2230.0
954,2019.02.21,2228.0
955,2019.02.20,2229.0
956,2019.02.19,2205.0
957,2019.02.18,2210.0
958,2019.02.15,2196.0
959,2019.02.14,2225.0
960,2019.02.13,2201.0
961,2019.02.12,2190.0
962,2019.02.11,2180.0
963,2019.02.08,2177.0
964,2019.02.07,2203.0
965,2019.02.01,2203.0
966,2019.01.31,2204.0
967,2019.01.30,2206.0
968,2019.01.29,2183.0
969,2019.01.28,2177.0
970,2019.01.25,2177.0
971,2019.01.24,2145.0
972,2019.01.23,2127.0
973,2019.01.22,2117.0
974,2019.01.21,2124.0
975,2019.01.18,2124.0
976,2019.01.17,2107.0
977,2019.01.16,2106.0
978,2019.01.15,2097.0
979,2019.01.14,2064.0
980,2019.01.11,2075.0
981,2019.01.10,2063.0
982,2019.01.09,2064.0
983,2019.01.08,2025.0
984,2019.01.07,2037.0
985,2019.01.04,2010.0
986,2019.01.03,1993.0
987,2019.01.02,2010.0
988,2018.12.28,2041.0
989,2018.12.27,2028.0
990,2018.12.26,2028.0
991,2018.12.24,2055.0
992,2018.12.21,2061.0
993,2018.12.20,2060.0
994,2018.12.19,2078.0
995,2018.12.18,2062.0
996,2018.12.17,2071.0
