,date,kosdaq
0,2022.12.29,679.0
1,2022.12.28,692.0
2,2022.12.27,704.0
3,2022.12.26,694.0
4,2022.12.23,691.0
5,2022.12.22,715.0
6,2022.12.21,705.0
7,2022.12.20,703.0
8,2022.12.19,717.0
9,2022.12.16,717.0
10,2022.12.15,722.0
11,2022.12.14,729.0
12,2022.12.13,715.0
13,2022.12.12,715.0
14,2022.12.09,719.0
15,2022.12.08,712.0
16,2022.12.07,718.0
17,2022.12.06,719.0
18,2022.12.05,733.0
19,2022.12.02,732.0
20,2022.12.01,740.0
21,2022.11.30,729.0
22,2022.11.29,727.0
23,2022.11.28,717.0
24,2022.11.25,733.0
25,2022.11.24,738.0
26,2022.11.23,725.0
27,2022.11.22,712.0
28,2022.11.21,718.0
29,2022.11.18,731.0
30,2022.11.17,737.0
31,2022.11.16,743.0
32,2022.11.15,744.0
33,2022.11.14,729.0
34,2022.11.11,731.0
35,2022.11.10,707.0
36,2022.11.09,714.0
37,2022.11.08,713.0
38,2022.11.07,700.0
39,2022.11.04,693.0
40,2022.11.03,694.0
41,2022.11.02,697.0
42,2022.11.01,700.0
43,2022.10.31,695.0
44,2022.10.28,687.0
45,2022.10.27,695.0
46,2022.10.26,683.0
47,2022.10.25,688.0
48,2022.10.24,688.0
49,2022.10.21,674.0
50,2022.10.20,680.0
51,2022.10.19,690.0
52,2022.10.18,697.0
53,2022.10.17,682.0
54,2022.10.14,678.0
55,2022.10.13,651.0
56,2022.10.12,671.0
57,2022.10.11,669.0
58,2022.10.07,698.0
59,2022.10.06,706.0
60,2022.10.05,685.0
61,2022.10.04,696.0
62,2022.09.30,672.0
63,2022.09.29,675.0
64,2022.09.28,673.0
65,2022.09.27,698.0
66,2022.09.26,692.0
67,2022.09.23,729.0
68,2022.09.22,751.0
69,2022.09.21,754.0
70,2022.09.20,760.0
71,2022.09.19,751.0
72,2022.09.16,770.0
73,2022.09.15,781.0
74,2022.09.14,782.0
75,2022.09.13,796.0
76,2022.09.08,777.0
77,2022.09.07,768.0
78,2022.09.06,779.0
79,2022.09.05,771.0
80,2022.09.02,785.0
81,2022.09.01,788.0
82,2022.08.31,807.0
83,2022.08.30,797.0
84,2022.08.29,779.0
85,2022.08.26,802.0
86,2022.08.25,807.0
87,2022.08.24,793.0
88,2022.08.23,783.0
89,2022.08.22,795.0
90,2022.08.19,814.0
91,2022.08.18,826.0
92,2022.08.17,827.0
93,2022.08.16,834.0
94,2022.08.12,831.0
95,2022.08.11,832.0
96,2022.08.10,820.0
97,2022.08.09,833.0
98,2022.08.08,830.0
99,2022.08.05,831.0
100,2022.08.04,825.0
101,2022.08.03,815.0
102,2022.08.02,804.0
103,2022.08.01,807.0
104,2022.07.29,803.0
105,2022.07.28,798.0
106,2022.07.27,795.0
107,2022.07.26,789.0
108,2022.07.25,789.0
109,2022.07.22,789.0
110,2022.07.21,795.0
111,2022.07.20,790.0
112,2022.07.19,782.0
113,2022.07.18,776.0
114,2022.07.15,762.0
115,2022.07.14,766.0
116,2022.07.13,763.0
117,2022.07.12,750.0
118,2022.07.11,767.0
119,2022.07.08,766.0
120,2022.07.07,757.0
121,2022.07.06,744.0
122,2022.07.05,750.0
123,2022.07.04,722.0
124,2022.07.01,729.0
125,2022.06.30,745.0
126,2022.06.29,762.0
127,2022.06.28,769.0
128,2022.06.27,770.0
129,2022.06.24,750.0
130,2022.06.23,714.0
131,2022.06.22,746.0
132,2022.06.21,778.0
133,2022.06.20,769.0
134,2022.06.17,798.0
135,2022.06.16,802.0
136,2022.06.15,799.0
137,2022.06.14,823.0
138,2022.06.13,828.0
139,2022.06.10,869.0
140,2022.06.09,877.0
141,2022.06.08,874.0
142,2022.06.07,873.0
143,2022.06.03,891.0
144,2022.06.02,891.0
145,2022.05.31,893.0
146,2022.05.30,886.0
147,2022.05.27,873.0
148,2022.05.26,871.0
149,2022.05.25,872.0
150,2022.05.24,865.0
151,2022.05.23,883.0
152,2022.05.20,879.0
153,2022.05.19,863.0
154,2022.05.18,871.0
155,2022.05.17,865.0
156,2022.05.16,856.0
157,2022.05.13,853.0
158,2022.05.12,833.0
159,2022.05.11,866.0
160,2022.05.10,856.0
161,2022.05.09,860.0
162,2022.05.06,884.0
163,2022.05.04,900.0
164,2022.05.03,907.0
165,2022.05.02,901.0
166,2022.04.29,904.0
167,2022.04.28,892.0
168,2022.04.27,896.0
169,2022.04.26,911.0
170,2022.04.25,899.0
171,2022.04.22,922.0
172,2022.04.21,929.0
173,2022.04.20,928.0
174,2022.04.19,931.0
175,2022.04.18,918.0
176,2022.04.15,924.0
177,2022.04.14,928.0
178,2022.04.13,927.0
179,2022.04.12,913.0
180,2022.04.11,921.0
181,2022.04.08,934.0
182,2022.04.07,927.0
183,2022.04.06,943.0
184,2022.04.05,952.0
185,2022.04.04,947.0
186,2022.04.01,940.0
187,2022.03.31,944.0
188,2022.03.30,939.0
189,2022.03.29,937.0
190,2022.03.28,927.0
191,2022.03.25,934.0
192,2022.03.24,931.0
193,2022.03.23,930.0
194,2022.03.22,924.0
195,2022.03.21,918.0
196,2022.03.18,922.0
197,2022.03.17,914.0
198,2022.03.16,891.0
199,2022.03.15,871.0
200,2022.03.14,872.0
201,2022.03.11,891.0
202,2022.03.10,889.0
203,2022.03.08,870.0
204,2022.03.07,881.0
205,2022.03.04,900.0
206,2022.03.03,912.0
207,2022.03.02,895.0
208,2022.02.28,881.0
209,2022.02.25,872.0
210,2022.02.24,848.0
211,2022.02.23,877.0
212,2022.02.22,868.0
213,2022.02.21,884.0
214,2022.02.18,881.0
215,2022.02.17,874.0
216,2022.02.16,878.0
217,2022.02.15,839.0
218,2022.02.14,852.0
219,2022.02.11,877.0
220,2022.02.10,895.0
221,2022.02.09,910.0
222,2022.02.08,895.0
223,2022.02.07,899.0
224,2022.02.04,902.0
225,2022.02.03,891.0
226,2022.01.28,872.0
227,2022.01.27,849.0
228,2022.01.26,882.0
229,2022.01.25,889.0
230,2022.01.24,915.0
231,2022.01.21,942.0
232,2022.01.20,958.0
233,2022.01.19,933.0
234,2022.01.18,943.0
235,2022.01.17,957.0
236,2022.01.14,971.0
237,2022.01.13,983.0
238,2022.01.12,991.0
239,2022.01.11,969.0
240,2022.01.10,980.0
241,2022.01.07,995.0
242,2022.01.06,980.0
243,2022.01.05,1009.0
244,2022.01.04,1031.0
245,2022.01.03,1037.0
246,2021.12.30,1033.0
247,2021.12.29,1028.0
248,2021.12.28,1027.0
249,2021.12.27,1011.0
250,2021.12.24,1007.0
251,2021.12.23,1003.0
252,2021.12.22,1000.0
253,2021.12.21,996.0
254,2021.12.20,990.0
255,2021.12.17,1001.0
256,2021.12.16,1007.0
257,2021.12.15,1003.0
258,2021.12.14,1002.0
259,2021.12.13,1005.0
260,2021.12.10,1011.0
261,2021.12.09,1022.0
262,2021.12.08,1006.0
263,2021.12.07,996.0
264,2021.12.06,991.0
265,2021.12.03,998.0
266,2021.12.02,977.0
267,2021.12.01,977.0
268,2021.11.30,965.0
269,2021.11.29,992.0
270,2021.11.26,1005.0
271,2021.11.25,1015.0
272,2021.11.24,1020.0
273,2021.11.23,1013.0
274,2021.11.22,1032.0
275,2021.11.19,1041.0
276,2021.11.18,1032.0
277,2021.11.17,1031.0
278,2021.11.16,1035.0
279,2021.11.15,1029.0
280,2021.11.12,1009.0
281,2021.11.11,992.0
282,2021.11.10,987.0
283,2021.11.09,1008.0
284,2021.11.08,1002.0
285,2021.11.05,1001.0
286,2021.11.04,1001.0
287,2021.11.03,1005.0
288,2021.11.02,1009.0
289,2021.11.01,998.0
290,2021.10.29,992.0
291,2021.10.28,1000.0
292,2021.10.27,1008.0
293,2021.10.26,1011.0
294,2021.10.25,994.0
295,2021.10.22,995.0
296,2021.10.21,993.0
297,2021.10.20,1001.0
298,2021.10.19,1005.0
299,2021.10.18,993.0
300,2021.10.15,990.0
301,2021.10.14,983.0
302,2021.10.13,953.0
303,2021.10.12,940.0
304,2021.10.08,953.0
305,2021.10.07,953.0
306,2021.10.06,922.0
307,2021.10.05,955.0
308,2021.10.01,983.0
309,2021.09.30,1003.0
310,2021.09.29,1001.0
311,2021.09.28,1012.0
312,2021.09.27,1034.0
313,2021.09.24,1037.0
314,2021.09.23,1036.0
315,2021.09.17,1046.0
316,2021.09.16,1039.0
317,2021.09.15,1042.0
